state,date,sex,age,ethnicity,population('000)
Pulau Pinang,1/1/2025,male,0-4,other_noncitizen,12.7
Pulau Pinang,1/1/2025,male,5-9,overall,57.3
Pulau Pinang,1/1/2025,male,5-9,bumi_malay,25.5
Pulau Pinang,1/1/2025,male,5-9,bumi_other,0.3
Pulau Pinang,1/1/2025,male,5-9,chinese,20.7
Pulau Pinang,1/1/2025,male,5-9,indian,4.8
Pulau Pinang,1/1/2025,male,5-9,other_citizen,0.4
Pulau Pinang,1/1/2025,male,5-9,other_noncitizen,5.6
Pulau Pinang,1/1/2025,male,10-14,overall,59.6
Pulau Pinang,1/1/2025,male,10-14,bumi_malay,26.1
Pulau Pinang,1/1/2025,male,10-14,bumi_other,0.3
Pulau Pinang,1/1/2025,male,10-14,chinese,25.9
Pulau Pinang,1/1/2025,male,10-14,indian,5.4
Pulau Pinang,1/1/2025,male,10-14,other_citizen,0.3
Pulau Pinang,1/1/2025,male,10-14,other_noncitizen,1.7
Pulau Pinang,1/1/2025,male,15-19,overall,62.8
Pulau Pinang,1/1/2025,male,15-19,bumi_malay,26
Pulau Pinang,1/1/2025,male,15-19,bumi_other,0.3
Pulau Pinang,1/1/2025,male,15-19,chinese,26.8
Pulau Pinang,1/1/2025,male,15-19,indian,6.5
Pulau Pinang,1/1/2025,male,15-19,other_citizen,0.4
Pulau Pinang,1/1/2025,male,15-19,other_noncitizen,2.8
Pulau Pinang,1/1/2025,male,20-24,overall,80.7
Pulau Pinang,1/1/2025,male,20-24,bumi_malay,31.4
Pulau Pinang,1/1/2025,male,20-24,bumi_other,0.3
Pulau Pinang,1/1/2025,male,20-24,chinese,24.1
Pulau Pinang,1/1/2025,male,20-24,indian,6.7
Pulau Pinang,1/1/2025,male,20-24,other_citizen,0.3
Pulau Pinang,1/1/2025,male,20-24,other_noncitizen,17.9
Pulau Pinang,1/1/2025,male,25-29,overall,95.7
Pulau Pinang,1/1/2025,male,25-29,bumi_malay,37.3
Pulau Pinang,1/1/2025,male,25-29,bumi_other,0.2
Pulau Pinang,1/1/2025,male,25-29,chinese,25.1
Pulau Pinang,1/1/2025,male,25-29,indian,6.7
Pulau Pinang,1/1/2025,male,25-29,other_citizen,0.6
Pulau Pinang,1/1/2025,male,25-29,other_noncitizen,25.8
Pulau Pinang,1/1/2025,male,30-34,overall,86.5
Pulau Pinang,1/1/2025,male,30-34,bumi_malay,35.3
Pulau Pinang,1/1/2025,male,30-34,bumi_other,0.4
Pulau Pinang,1/1/2025,male,30-34,chinese,28.4
Pulau Pinang,1/1/2025,male,30-34,indian,6.6
Pulau Pinang,1/1/2025,male,30-34,other_citizen,0.8
Pulau Pinang,1/1/2025,male,30-34,other_noncitizen,15.1
Pulau Pinang,1/1/2025,male,35-39,overall,73.5
Pulau Pinang,1/1/2025,male,35-39,bumi_malay,34.5
Pulau Pinang,1/1/2025,male,35-39,bumi_other,0.1
Pulau Pinang,1/1/2025,male,35-39,chinese,23.6
Pulau Pinang,1/1/2025,male,35-39,indian,5.9
Pulau Pinang,1/1/2025,male,35-39,other_citizen,0.4
Pulau Pinang,1/1/2025,male,35-39,other_noncitizen,9.1
Pulau Pinang,1/1/2025,male,40-44,overall,73
Pulau Pinang,1/1/2025,male,40-44,bumi_malay,33.4
Pulau Pinang,1/1/2025,male,40-44,bumi_other,0.4
Pulau Pinang,1/1/2025,male,40-44,chinese,26.9
Pulau Pinang,1/1/2025,male,40-44,indian,6.6
Pulau Pinang,1/1/2025,male,40-44,other_citizen,0.3
Pulau Pinang,1/1/2025,male,40-44,other_noncitizen,5.4
Pulau Pinang,1/1/2025,male,45-49,overall,59
Pulau Pinang,1/1/2025,male,45-49,bumi_malay,23.9
Pulau Pinang,1/1/2025,male,45-49,bumi_other,0.3
Pulau Pinang,1/1/2025,male,45-49,chinese,26.5
Pulau Pinang,1/1/2025,male,45-49,indian,5.3
Pulau Pinang,1/1/2025,male,45-49,other_citizen,0.4
Pulau Pinang,1/1/2025,male,45-49,other_noncitizen,2.5
Pulau Pinang,1/1/2025,male,50-54,overall,55.9
Pulau Pinang,1/1/2025,male,50-54,bumi_malay,21.8
Pulau Pinang,1/1/2025,male,50-54,bumi_other,0.3
Pulau Pinang,1/1/2025,male,50-54,chinese,26.5
Pulau Pinang,1/1/2025,male,50-54,indian,5
Pulau Pinang,1/1/2025,male,50-54,other_citizen,0.3
Pulau Pinang,1/1/2025,male,50-54,other_noncitizen,2.1
Pulau Pinang,1/1/2025,male,55-59,overall,49.7
Pulau Pinang,1/1/2025,male,55-59,bumi_malay,17.8
Pulau Pinang,1/1/2025,male,55-59,bumi_other,0.2
Pulau Pinang,1/1/2025,male,55-59,chinese,25.8
Pulau Pinang,1/1/2025,male,55-59,indian,4.3
Pulau Pinang,1/1/2025,male,55-59,other_citizen,0.3
Pulau Pinang,1/1/2025,male,55-59,other_noncitizen,1.4
Pulau Pinang,1/1/2025,male,60-64,overall,42.5
Pulau Pinang,1/1/2025,male,60-64,bumi_malay,14.1
Pulau Pinang,1/1/2025,male,60-64,bumi_other,0.1
Pulau Pinang,1/1/2025,male,60-64,chinese,23.1
Pulau Pinang,1/1/2025,male,60-64,indian,4
Pulau Pinang,1/1/2025,male,60-64,other_citizen,0.2
Pulau Pinang,1/1/2025,male,60-64,other_noncitizen,1.1
Pulau Pinang,1/1/2025,male,65-69,overall,35.1
Pulau Pinang,1/1/2025,male,65-69,bumi_malay,10.9
Pulau Pinang,1/1/2025,male,65-69,bumi_other,0.1
Pulau Pinang,1/1/2025,male,65-69,chinese,20.4
Pulau Pinang,1/1/2025,male,65-69,indian,3.1
Pulau Pinang,1/1/2025,male,65-69,other_citizen,0.3
Pulau Pinang,1/1/2025,male,65-69,other_noncitizen,0.4
Pulau Pinang,1/1/2025,male,70-74,overall,20.9
Pulau Pinang,1/1/2025,male,70-74,bumi_malay,6.1
Pulau Pinang,1/1/2025,male,70-74,bumi_other,0.1
Pulau Pinang,1/1/2025,male,70-74,chinese,12.6
Pulau Pinang,1/1/2025,male,70-74,indian,1.8
Pulau Pinang,1/1/2025,male,70-74,other_citizen,0.1
Pulau Pinang,1/1/2025,male,70-74,other_noncitizen,0.3
Pulau Pinang,1/1/2025,male,75-79,overall,10.7
Pulau Pinang,1/1/2025,male,75-79,bumi_malay,2.5
Pulau Pinang,1/1/2025,male,75-79,bumi_other,0
Pulau Pinang,1/1/2025,male,75-79,chinese,7.2
Pulau Pinang,1/1/2025,male,75-79,indian,0.7
Pulau Pinang,1/1/2025,male,75-79,other_citizen,0.1
Pulau Pinang,1/1/2025,male,75-79,other_noncitizen,0.2
Pulau Pinang,1/1/2025,male,80-84,overall,3.9
Pulau Pinang,1/1/2025,male,80-84,bumi_malay,0.7
Pulau Pinang,1/1/2025,male,80-84,bumi_other,0
Pulau Pinang,1/1/2025,male,80-84,chinese,2.8
Pulau Pinang,1/1/2025,male,80-84,indian,0.3
Pulau Pinang,1/1/2025,male,80-84,other_citizen,0
Pulau Pinang,1/1/2025,male,80-84,other_noncitizen,0.1
Pulau Pinang,1/1/2025,male,85+,overall,0.8
Pulau Pinang,1/1/2025,male,85+,bumi_malay,0.1
Pulau Pinang,1/1/2025,male,85+,bumi_other,0
Pulau Pinang,1/1/2025,male,85+,chinese,0.6
Pulau Pinang,1/1/2025,male,85+,indian,0
Pulau Pinang,1/1/2025,male,85+,other_citizen,0
Pulau Pinang,1/1/2025,male,85+,other_noncitizen,0
Sabah,1/1/2025,both,overall,overall,3759.6
Sabah,1/1/2025,both,overall,bumi_malay,331.1
Sabah,1/1/2025,both,overall,bumi_other,2094.3
Sabah,1/1/2025,both,overall,chinese,242.1
Sabah,1/1/2025,both,overall,indian,5.9
Sabah,1/1/2025,both,overall,other_citizen,46
Sabah,1/1/2025,both,overall,other_noncitizen,1040.2
Sabah,1/1/2025,both,0-4,overall,287.2
Sabah,1/1/2025,both,0-4,bumi_malay,37.3
Sabah,1/1/2025,both,0-4,bumi_other,140.7
Sabah,1/1/2025,both,0-4,chinese,5.7
Sabah,1/1/2025,both,0-4,indian,0.3
Sabah,1/1/2025,both,0-4,other_citizen,7.8
Sabah,1/1/2025,both,0-4,other_noncitizen,95.4
Sabah,1/1/2025,both,5-9,overall,308.5
Sabah,1/1/2025,both,5-9,bumi_malay,29
Sabah,1/1/2025,both,5-9,bumi_other,169.9
Sabah,1/1/2025,both,5-9,chinese,14.1
Sabah,1/1/2025,both,5-9,indian,0.5
Sabah,1/1/2025,both,5-9,other_citizen,3
Sabah,1/1/2025,both,5-9,other_noncitizen,92.1
Sabah,1/1/2025,both,10-14,overall,271.7
Sabah,1/1/2025,both,10-14,bumi_malay,29.4
Sabah,1/1/2025,both,10-14,bumi_other,155.6
Sabah,1/1/2025,both,10-14,chinese,18.8
Sabah,1/1/2025,both,10-14,indian,0.5
Sabah,1/1/2025,both,10-14,other_citizen,3.8
Sabah,1/1/2025,both,10-14,other_noncitizen,63.6
Sabah,1/1/2025,both,15-19,overall,398.7
Sabah,1/1/2025,both,15-19,bumi_malay,26
Sabah,1/1/2025,both,15-19,bumi_other,219.9
Sabah,1/1/2025,both,15-19,chinese,30.2
Sabah,1/1/2025,both,15-19,indian,0.5
Sabah,1/1/2025,both,15-19,other_citizen,3.2
Sabah,1/1/2025,both,15-19,other_noncitizen,119
Sabah,1/1/2025,both,20-24,overall,402.6
Sabah,1/1/2025,both,20-24,bumi_malay,46.2
Sabah,1/1/2025,both,20-24,bumi_other,190.5
Sabah,1/1/2025,both,20-24,chinese,16.5
Sabah,1/1/2025,both,20-24,indian,0.6
Sabah,1/1/2025,both,20-24,other_citizen,3.3
Sabah,1/1/2025,both,20-24,other_noncitizen,145.6
Sabah,1/1/2025,both,25-29,overall,398.2
Sabah,1/1/2025,both,25-29,bumi_malay,20.7
Sabah,1/1/2025,both,25-29,bumi_other,188.7
Sabah,1/1/2025,both,25-29,chinese,18.9
Sabah,1/1/2025,both,25-29,indian,0.6
Sabah,1/1/2025,both,25-29,other_citizen,3.2
Sabah,1/1/2025,both,25-29,other_noncitizen,166.2
Sabah,1/1/2025,both,30-34,overall,342.8
Sabah,1/1/2025,both,30-34,bumi_malay,22.1
Sabah,1/1/2025,both,30-34,bumi_other,195.3
Sabah,1/1/2025,both,30-34,chinese,20.4
Sabah,1/1/2025,both,30-34,indian,0.6
Sabah,1/1/2025,both,30-34,other_citizen,3.6
Sabah,1/1/2025,both,30-34,other_noncitizen,100.7
Sabah,1/1/2025,both,35-39,overall,301.7
Sabah,1/1/2025,both,35-39,bumi_malay,28.7
Sabah,1/1/2025,both,35-39,bumi_other,170.2
Sabah,1/1/2025,both,35-39,chinese,20.1
Sabah,1/1/2025,both,35-39,indian,0.5
Sabah,1/1/2025,both,35-39,other_citizen,3.5
Sabah,1/1/2025,both,35-39,other_noncitizen,78.6
Sabah,1/1/2025,both,40-44,overall,264.8
Sabah,1/1/2025,both,40-44,bumi_malay,24.9
Sabah,1/1/2025,both,40-44,bumi_other,162.5
Sabah,1/1/2025,both,40-44,chinese,20.5
Sabah,1/1/2025,both,40-44,indian,0.4
Sabah,1/1/2025,both,40-44,other_citizen,3.5
Sabah,1/1/2025,both,40-44,other_noncitizen,52.8
Sabah,1/1/2025,both,45-49,overall,181.5
Sabah,1/1/2025,both,45-49,bumi_malay,16.7
Sabah,1/1/2025,both,45-49,bumi_other,112.1
Sabah,1/1/2025,both,45-49,chinese,16.1
Sabah,1/1/2025,both,45-49,indian,0.3
Sabah,1/1/2025,both,45-49,other_citizen,2.8
Sabah,1/1/2025,both,45-49,other_noncitizen,33.5
Sabah,1/1/2025,both,50-54,overall,146.6
Sabah,1/1/2025,both,50-54,bumi_malay,13.1
Sabah,1/1/2025,both,50-54,bumi_other,95.6
Sabah,1/1/2025,both,50-54,chinese,14.3
Sabah,1/1/2025,both,50-54,indian,0.2
Sabah,1/1/2025,both,50-54,other_citizen,2.4
Sabah,1/1/2025,both,50-54,other_noncitizen,21
Sabah,1/1/2025,both,55-59,overall,118.9
Sabah,1/1/2025,both,55-59,bumi_malay,10.1
Sabah,1/1/2025,both,55-59,bumi_other,81.9
Sabah,1/1/2025,both,55-59,chinese,13.4
Sabah,1/1/2025,both,55-59,indian,0.2
Sabah,1/1/2025,both,55-59,other_citizen,1.8
Sabah,1/1/2025,both,55-59,other_noncitizen,11.5
Sabah,1/1/2025,both,60-64,overall,96.6
Sabah,1/1/2025,both,60-64,bumi_malay,8.7
Sabah,1/1/2025,both,60-64,bumi_other,65.9
Sabah,1/1/2025,both,60-64,chinese,13.4
Sabah,1/1/2025,both,60-64,indian,0.2
Sabah,1/1/2025,both,60-64,other_citizen,1.3
Sabah,1/1/2025,both,60-64,other_noncitizen,7.1
Sabah,1/1/2025,both,65-69,overall,96
Sabah,1/1/2025,both,65-69,bumi_malay,4.8
Sabah,1/1/2025,both,65-69,bumi_other,53.2
Sabah,1/1/2025,both,65-69,chinese,11.1
Sabah,1/1/2025,both,65-69,indian,0.2
Sabah,1/1/2025,both,65-69,other_citizen,1
Sabah,1/1/2025,both,65-69,other_noncitizen,25.8
Sabah,1/1/2025,both,70-74,overall,71.2
Sabah,1/1/2025,both,70-74,bumi_malay,8.1
Sabah,1/1/2025,both,70-74,bumi_other,45.3
Sabah,1/1/2025,both,70-74,chinese,4.9
Sabah,1/1/2025,both,70-74,indian,0.2
Sabah,1/1/2025,both,70-74,other_citizen,0.9
Sabah,1/1/2025,both,70-74,other_noncitizen,11.9
Sabah,1/1/2025,both,75-79,overall,35.8
Sabah,1/1/2025,both,75-79,bumi_malay,3.5
Sabah,1/1/2025,both,75-79,bumi_other,23
Sabah,1/1/2025,both,75-79,chinese,2.7
Sabah,1/1/2025,both,75-79,indian,0.1
Sabah,1/1/2025,both,75-79,other_citizen,0.5
Sabah,1/1/2025,both,75-79,other_noncitizen,6
Sabah,1/1/2025,both,80-84,overall,19.9
Sabah,1/1/2025,both,80-84,bumi_malay,1.6
Sabah,1/1/2025,both,80-84,bumi_other,13.2
Sabah,1/1/2025,both,80-84,chinese,1
Sabah,1/1/2025,both,80-84,indian,0
Sabah,1/1/2025,both,80-84,other_citizen,0.3
Sabah,1/1/2025,both,80-84,other_noncitizen,3.8
Sabah,1/1/2025,both,85+,overall,16.9
Sabah,1/1/2025,both,85+,bumi_malay,0.3
Sabah,1/1/2025,both,85+,bumi_other,10.7
Sabah,1/1/2025,both,85+,chinese,0.1
Sabah,1/1/2025,both,85+,indian,0
Sabah,1/1/2025,both,85+,other_citizen,0.1
Sabah,1/1/2025,both,85+,other_noncitizen,5.7
Sabah,1/1/2025,female,overall,overall,1796.7
Sabah,1/1/2025,female,overall,bumi_malay,146.2
Sabah,1/1/2025,female,overall,bumi_other,1040.9
Sabah,1/1/2025,female,overall,chinese,115.1
Sabah,1/1/2025,female,overall,indian,2.7
Sabah,1/1/2025,female,overall,other_citizen,22.5
Sabah,1/1/2025,female,overall,other_noncitizen,469.4
Sabah,1/1/2025,female,0-4,overall,138.9
Sabah,1/1/2025,female,0-4,bumi_malay,18.1
Sabah,1/1/2025,female,0-4,bumi_other,67.7
Sabah,1/1/2025,female,0-4,chinese,2.7
Sabah,1/1/2025,female,0-4,indian,0.2
Sabah,1/1/2025,female,0-4,other_citizen,3.8
Sabah,1/1/2025,female,0-4,other_noncitizen,46.4
Sabah,1/1/2025,female,5-9,overall,147.8
Sabah,1/1/2025,female,5-9,bumi_malay,13.6
Sabah,1/1/2025,female,5-9,bumi_other,81
Sabah,1/1/2025,female,5-9,chinese,6.8
Sabah,1/1/2025,female,5-9,indian,0.2
Sabah,1/1/2025,female,5-9,other_citizen,1.4
Sabah,1/1/2025,female,5-9,other_noncitizen,44.7
Sabah,1/1/2025,female,10-14,overall,132.8
Sabah,1/1/2025,female,10-14,bumi_malay,14
Sabah,1/1/2025,female,10-14,bumi_other,76.2
Sabah,1/1/2025,female,10-14,chinese,9
Sabah,1/1/2025,female,10-14,indian,0.3
Sabah,1/1/2025,female,10-14,other_citizen,1.9
Sabah,1/1/2025,female,10-14,other_noncitizen,31.5
Sabah,1/1/2025,female,15-19,overall,189.3
Sabah,1/1/2025,female,15-19,bumi_malay,12.5
Sabah,1/1/2025,female,15-19,bumi_other,107.7
Sabah,1/1/2025,female,15-19,chinese,14.2
Sabah,1/1/2025,female,15-19,indian,0.2
Sabah,1/1/2025,female,15-19,other_citizen,1.5
Sabah,1/1/2025,female,15-19,other_noncitizen,53.1
Sabah,1/1/2025,female,20-24,overall,186.8
Sabah,1/1/2025,female,20-24,bumi_malay,17.8
Sabah,1/1/2025,female,20-24,bumi_other,92.3
Sabah,1/1/2025,female,20-24,chinese,7.5
Sabah,1/1/2025,female,20-24,indian,0.3
Sabah,1/1/2025,female,20-24,other_citizen,1.6
Sabah,1/1/2025,female,20-24,other_noncitizen,67.4
Sabah,1/1/2025,female,25-29,overall,186.9
Sabah,1/1/2025,female,25-29,bumi_malay,8.3
Sabah,1/1/2025,female,25-29,bumi_other,93.8
Sabah,1/1/2025,female,25-29,chinese,9.1
Sabah,1/1/2025,female,25-29,indian,0.2
Sabah,1/1/2025,female,25-29,other_citizen,1.6
Sabah,1/1/2025,female,25-29,other_noncitizen,73.9
Sabah,1/1/2025,female,30-34,overall,160.8
Sabah,1/1/2025,female,30-34,bumi_malay,8.9
Sabah,1/1/2025,female,30-34,bumi_other,99.7
Sabah,1/1/2025,female,30-34,chinese,9.8
Sabah,1/1/2025,female,30-34,indian,0.3
Sabah,1/1/2025,female,30-34,other_citizen,1.8
Sabah,1/1/2025,female,30-34,other_noncitizen,40.3
Sabah,1/1/2025,female,35-39,overall,146.7
Sabah,1/1/2025,female,35-39,bumi_malay,12.3
Sabah,1/1/2025,female,35-39,bumi_other,89.5
Sabah,1/1/2025,female,35-39,chinese,9.9
Sabah,1/1/2025,female,35-39,indian,0.2
Sabah,1/1/2025,female,35-39,other_citizen,1.8
Sabah,1/1/2025,female,35-39,other_noncitizen,33
Sabah,1/1/2025,female,40-44,overall,126.5
Sabah,1/1/2025,female,40-44,bumi_malay,10.1
Sabah,1/1/2025,female,40-44,bumi_other,82.5
Sabah,1/1/2025,female,40-44,chinese,9.8
Sabah,1/1/2025,female,40-44,indian,0.2
Sabah,1/1/2025,female,40-44,other_citizen,1.8
Sabah,1/1/2025,female,40-44,other_noncitizen,22
Sabah,1/1/2025,female,45-49,overall,86.9
Sabah,1/1/2025,female,45-49,bumi_malay,6.9
Sabah,1/1/2025,female,45-49,bumi_other,57.4
Sabah,1/1/2025,female,45-49,chinese,7.6
Sabah,1/1/2025,female,45-49,indian,0.1
Sabah,1/1/2025,female,45-49,other_citizen,1.5
Sabah,1/1/2025,female,45-49,other_noncitizen,13.4
Sabah,1/1/2025,female,50-54,overall,70.9
Sabah,1/1/2025,female,50-54,bumi_malay,5.1
Sabah,1/1/2025,female,50-54,bumi_other,49.5
Sabah,1/1/2025,female,50-54,chinese,6.6
Sabah,1/1/2025,female,50-54,indian,0.1
Sabah,1/1/2025,female,50-54,other_citizen,1.2
Sabah,1/1/2025,female,50-54,other_noncitizen,8.4
Sabah,1/1/2025,female,55-59,overall,57.7
Sabah,1/1/2025,female,55-59,bumi_malay,3.8
Sabah,1/1/2025,female,55-59,bumi_other,41.4
Sabah,1/1/2025,female,55-59,chinese,6.3
Sabah,1/1/2025,female,55-59,indian,0.1
Sabah,1/1/2025,female,55-59,other_citizen,0.8
Sabah,1/1/2025,female,55-59,other_noncitizen,5.3
Sabah,1/1/2025,female,60-64,overall,46.8
Sabah,1/1/2025,female,60-64,bumi_malay,3.3
Sabah,1/1/2025,female,60-64,bumi_other,33.7
Sabah,1/1/2025,female,60-64,chinese,6.1
Sabah,1/1/2025,female,60-64,indian,0.1
Sabah,1/1/2025,female,60-64,other_citizen,0.6
Sabah,1/1/2025,female,60-64,other_noncitizen,3
Sabah,1/1/2025,female,65-69,overall,46.3
Sabah,1/1/2025,female,65-69,bumi_malay,1.9
Sabah,1/1/2025,female,65-69,bumi_other,25.6
Sabah,1/1/2025,female,65-69,chinese,5.1
Sabah,1/1/2025,female,65-69,indian,0.1
Sabah,1/1/2025,female,65-69,other_citizen,0.5
Sabah,1/1/2025,female,65-69,other_noncitizen,13.2
Sabah,1/1/2025,female,70-74,overall,34.6
Sabah,1/1/2025,female,70-74,bumi_malay,5.4
Sabah,1/1/2025,female,70-74,bumi_other,21
Sabah,1/1/2025,female,70-74,chinese,2.5
Sabah,1/1/2025,female,70-74,indian,0.1
Sabah,1/1/2025,female,70-74,other_citizen,0.4
Sabah,1/1/2025,female,70-74,other_noncitizen,5.3
Sabah,1/1/2025,female,75-79,overall,18.5
Sabah,1/1/2025,female,75-79,bumi_malay,2.6
Sabah,1/1/2025,female,75-79,bumi_other,11.4
Sabah,1/1/2025,female,75-79,chinese,1.5
Sabah,1/1/2025,female,75-79,indian,0
Sabah,1/1/2025,female,75-79,other_citizen,0.2
Sabah,1/1/2025,female,75-79,other_noncitizen,2.8
Sabah,1/1/2025,female,80-84,overall,10.7
Sabah,1/1/2025,female,80-84,bumi_malay,1.2
Sabah,1/1/2025,female,80-84,bumi_other,6.3
Sabah,1/1/2025,female,80-84,chinese,0.6
Sabah,1/1/2025,female,80-84,indian,0
Sabah,1/1/2025,female,80-84,other_citizen,0.1
Sabah,1/1/2025,female,80-84,other_noncitizen,2.4
Sabah,1/1/2025,female,85+,overall,7.9
Sabah,1/1/2025,female,85+,bumi_malay,0.2
Sabah,1/1/2025,female,85+,bumi_other,4.3
Sabah,1/1/2025,female,85+,chinese,0
Sabah,1/1/2025,female,85+,indian,0
Sabah,1/1/2025,female,85+,other_citizen,0.1
Sabah,1/1/2025,female,85+,other_noncitizen,3.3
Sabah,1/1/2025,male,overall,overall,1962.9
Sabah,1/1/2025,male,overall,bumi_malay,185
Sabah,1/1/2025,male,overall,bumi_other,1053.4
Sabah,1/1/2025,male,overall,chinese,127.1
Sabah,1/1/2025,male,overall,indian,3.3
Sabah,1/1/2025,male,overall,other_citizen,23.4
Sabah,1/1/2025,male,overall,other_noncitizen,570.8
Sabah,1/1/2025,male,0-4,overall,148.3
Sabah,1/1/2025,male,0-4,bumi_malay,19.3
Sabah,1/1/2025,male,0-4,bumi_other,73
Sabah,1/1/2025,male,0-4,chinese,2.9
Sabah,1/1/2025,male,0-4,indian,0.2
Sabah,1/1/2025,male,0-4,other_citizen,4
Sabah,1/1/2025,male,0-4,other_noncitizen,49
Sabah,1/1/2025,male,5-9,overall,160.8
Sabah,1/1/2025,male,5-9,bumi_malay,15.3
Sabah,1/1/2025,male,5-9,bumi_other,88.9
Sabah,1/1/2025,male,5-9,chinese,7.2
Sabah,1/1/2025,male,5-9,indian,0.2
Sabah,1/1/2025,male,5-9,other_citizen,1.6
Sabah,1/1/2025,male,5-9,other_noncitizen,47.5
Sabah,1/1/2025,male,10-14,overall,138.9
Sabah,1/1/2025,male,10-14,bumi_malay,15.3
Sabah,1/1/2025,male,10-14,bumi_other,79.5
Sabah,1/1/2025,male,10-14,chinese,9.8
Sabah,1/1/2025,male,10-14,indian,0.3
Sabah,1/1/2025,male,10-14,other_citizen,2
Sabah,1/1/2025,male,10-14,other_noncitizen,32
Sabah,1/1/2025,male,15-19,overall,209.4
Sabah,1/1/2025,male,15-19,bumi_malay,13.5
Sabah,1/1/2025,male,15-19,bumi_other,112.2
Sabah,1/1/2025,male,15-19,chinese,15.9
Sabah,1/1/2025,male,15-19,indian,0.2
Sabah,1/1/2025,male,15-19,other_citizen,1.7
Sabah,1/1/2025,male,15-19,other_noncitizen,65.9
Sabah,1/1/2025,male,20-24,overall,215.8
Sabah,1/1/2025,male,20-24,bumi_malay,28.4
Sabah,1/1/2025,male,20-24,bumi_other,98.2
Sabah,1/1/2025,male,20-24,chinese,9
Sabah,1/1/2025,male,20-24,indian,0.3
Sabah,1/1/2025,male,20-24,other_citizen,1.7
Sabah,1/1/2025,male,20-24,other_noncitizen,78.2
Sabah,1/1/2025,male,25-29,overall,211.3
Sabah,1/1/2025,male,25-29,bumi_malay,12.4
Sabah,1/1/2025,male,25-29,bumi_other,94.9
Sabah,1/1/2025,male,25-29,chinese,9.8
Sabah,1/1/2025,male,25-29,indian,0.3
Sabah,1/1/2025,male,25-29,other_citizen,1.6
Sabah,1/1/2025,male,25-29,other_noncitizen,92.3
Sabah,1/1/2025,male,30-34,overall,182
Sabah,1/1/2025,male,30-34,bumi_malay,13.2
Sabah,1/1/2025,male,30-34,bumi_other,95.6
Sabah,1/1/2025,male,30-34,chinese,10.6
Sabah,1/1/2025,male,30-34,indian,0.3
Sabah,1/1/2025,male,30-34,other_citizen,1.8
Sabah,1/1/2025,male,30-34,other_noncitizen,60.4
Sabah,1/1/2025,male,35-39,overall,155
Sabah,1/1/2025,male,35-39,bumi_malay,16.4
Sabah,1/1/2025,male,35-39,bumi_other,80.7
Sabah,1/1/2025,male,35-39,chinese,10.3
Sabah,1/1/2025,male,35-39,indian,0.3
Sabah,1/1/2025,male,35-39,other_citizen,1.7
Sabah,1/1/2025,male,35-39,other_noncitizen,45.7
Sabah,1/1/2025,male,40-44,overall,138.3
Sabah,1/1/2025,male,40-44,bumi_malay,14.8
Sabah,1/1/2025,male,40-44,bumi_other,80
Sabah,1/1/2025,male,40-44,chinese,10.7
Sabah,1/1/2025,male,40-44,indian,0.2
Sabah,1/1/2025,male,40-44,other_citizen,1.7
Sabah,1/1/2025,male,40-44,other_noncitizen,30.8
Sabah,1/1/2025,male,45-49,overall,94.6
Sabah,1/1/2025,male,45-49,bumi_malay,9.8
Sabah,1/1/2025,male,45-49,bumi_other,54.7
Sabah,1/1/2025,male,45-49,chinese,8.6
Sabah,1/1/2025,male,45-49,indian,0.2
Sabah,1/1/2025,male,45-49,other_citizen,1.4
Sabah,1/1/2025,male,45-49,other_noncitizen,20.1
Sabah,1/1/2025,male,50-54,overall,75.8
Sabah,1/1/2025,male,50-54,bumi_malay,8
Sabah,1/1/2025,male,50-54,bumi_other,46.2
Sabah,1/1/2025,male,50-54,chinese,7.7
Sabah,1/1/2025,male,50-54,indian,0.1
Sabah,1/1/2025,male,50-54,other_citizen,1.2
Sabah,1/1/2025,male,50-54,other_noncitizen,12.6
Sabah,1/1/2025,male,55-59,overall,61.1
Sabah,1/1/2025,male,55-59,bumi_malay,6.3
Sabah,1/1/2025,male,55-59,bumi_other,40.5
Sabah,1/1/2025,male,55-59,chinese,7
Sabah,1/1/2025,male,55-59,indian,0.1
Sabah,1/1/2025,male,55-59,other_citizen,0.9
Sabah,1/1/2025,male,55-59,other_noncitizen,6.2
Sabah,1/1/2025,male,60-64,overall,49.7
Sabah,1/1/2025,male,60-64,bumi_malay,5.4
Sabah,1/1/2025,male,60-64,bumi_other,32.2
Sabah,1/1/2025,male,60-64,chinese,7.3
Sabah,1/1/2025,male,60-64,indian,0.1
Sabah,1/1/2025,male,60-64,other_citizen,0.7
Sabah,1/1/2025,male,60-64,other_noncitizen,4
Sabah,1/1/2025,male,65-69,overall,49.7
Sabah,1/1/2025,male,65-69,bumi_malay,2.9
Sabah,1/1/2025,male,65-69,bumi_other,27.6
Sabah,1/1/2025,male,65-69,chinese,6
Sabah,1/1/2025,male,65-69,indian,0.1
Sabah,1/1/2025,male,65-69,other_citizen,0.6
Sabah,1/1/2025,male,65-69,other_noncitizen,12.6
Sabah,1/1/2025,male,70-74,overall,36.6
Sabah,1/1/2025,male,70-74,bumi_malay,2.7
Sabah,1/1/2025,male,70-74,bumi_other,24.4
Sabah,1/1/2025,male,70-74,chinese,2.4
Sabah,1/1/2025,male,70-74,indian,0.1
Sabah,1/1/2025,male,70-74,other_citizen,0.5
Sabah,1/1/2025,male,70-74,other_noncitizen,6.6
Sabah,1/1/2025,male,75-79,overall,17.3
