state,date,sex,age,ethnicity,population('000)
Johor,1/1/2025,both,overall,overall,4205.9
Johor,1/1/2025,both,overall,bumi_malay,2277.7
Johor,1/1/2025,both,overall,bumi_other,61.3
Johor,1/1/2025,both,overall,chinese,1213.7
Johor,1/1/2025,both,overall,indian,248.1
Johor,1/1/2025,both,overall,other_citizen,19.9
Johor,1/1/2025,both,overall,other_noncitizen,385.1
Johor,1/1/2025,both,0-4,overall,251.7
Johor,1/1/2025,both,0-4,bumi_malay,182.8
Johor,1/1/2025,both,0-4,bumi_other,6.2
Johor,1/1/2025,both,0-4,chinese,44
Johor,1/1/2025,both,0-4,indian,13.7
Johor,1/1/2025,both,0-4,other_citizen,2.5
Johor,1/1/2025,both,0-4,other_noncitizen,2.5
Johor,1/1/2025,both,5-9,overall,306.2
Johor,1/1/2025,both,5-9,bumi_malay,196.1
Johor,1/1/2025,both,5-9,bumi_other,5.6
Johor,1/1/2025,both,5-9,chinese,82.7
Johor,1/1/2025,both,5-9,indian,18.2
Johor,1/1/2025,both,5-9,other_citizen,1.2
Johor,1/1/2025,both,5-9,other_noncitizen,2.3
Johor,1/1/2025,both,10-14,overall,321.8
Johor,1/1/2025,both,10-14,bumi_malay,197.6
Johor,1/1/2025,both,10-14,bumi_other,5.3
Johor,1/1/2025,both,10-14,chinese,95.5
Johor,1/1/2025,both,10-14,indian,20.6
Johor,1/1/2025,both,10-14,other_citizen,1.1
Johor,1/1/2025,both,10-14,other_noncitizen,1.6
Johor,1/1/2025,both,15-19,overall,347
Johor,1/1/2025,both,15-19,bumi_malay,197.5
Johor,1/1/2025,both,15-19,bumi_other,5.2
Johor,1/1/2025,both,15-19,chinese,102.5
Johor,1/1/2025,both,15-19,indian,22.1
Johor,1/1/2025,both,15-19,other_citizen,1.1
Johor,1/1/2025,both,15-19,other_noncitizen,18.6
Johor,1/1/2025,both,20-24,overall,405.5
Johor,1/1/2025,both,20-24,bumi_malay,198.4
Johor,1/1/2025,both,20-24,bumi_other,5.9
Johor,1/1/2025,both,20-24,chinese,98.2
Johor,1/1/2025,both,20-24,indian,21
Johor,1/1/2025,both,20-24,other_citizen,4.1
Johor,1/1/2025,both,20-24,other_noncitizen,77.9
Johor,1/1/2025,both,25-29,overall,404.7
Johor,1/1/2025,both,25-29,bumi_malay,192.9
Johor,1/1/2025,both,25-29,bumi_other,3.9
Johor,1/1/2025,both,25-29,chinese,102.6
Johor,1/1/2025,both,25-29,indian,20.4
Johor,1/1/2025,both,25-29,other_citizen,2.4
Johor,1/1/2025,both,25-29,other_noncitizen,82.5
Johor,1/1/2025,both,30-34,overall,348.3
Johor,1/1/2025,both,30-34,bumi_malay,173.1
Johor,1/1/2025,both,30-34,bumi_other,3
Johor,1/1/2025,both,30-34,chinese,96
Johor,1/1/2025,both,30-34,indian,19.4
Johor,1/1/2025,both,30-34,other_citizen,1
Johor,1/1/2025,both,30-34,other_noncitizen,55.9
Johor,1/1/2025,both,35-39,overall,328.1
Johor,1/1/2025,both,35-39,bumi_malay,174.9
Johor,1/1/2025,both,35-39,bumi_other,4.8
Johor,1/1/2025,both,35-39,chinese,90.9
Johor,1/1/2025,both,35-39,indian,17.4
Johor,1/1/2025,both,35-39,other_citizen,0.9
Johor,1/1/2025,both,35-39,other_noncitizen,39.1
Johor,1/1/2025,both,40-44,overall,308
Johor,1/1/2025,both,40-44,bumi_malay,165.5
Johor,1/1/2025,both,40-44,bumi_other,5.9
Johor,1/1/2025,both,40-44,chinese,89.9
Johor,1/1/2025,both,40-44,indian,20.1
Johor,1/1/2025,both,40-44,other_citizen,0.5
Johor,1/1/2025,both,40-44,other_noncitizen,26.1
Johor,1/1/2025,both,45-49,overall,252.7
Johor,1/1/2025,both,45-49,bumi_malay,126.2
Johor,1/1/2025,both,45-49,bumi_other,4.3
Johor,1/1/2025,both,45-49,chinese,83.9
Johor,1/1/2025,both,45-49,indian,18.1
Johor,1/1/2025,both,45-49,other_citizen,1.4
Johor,1/1/2025,both,45-49,other_noncitizen,18.8
Johor,1/1/2025,both,50-54,overall,225.6
Johor,1/1/2025,both,50-54,bumi_malay,112.8
Johor,1/1/2025,both,50-54,bumi_other,3.3
Johor,1/1/2025,both,50-54,chinese,80.8
Johor,1/1/2025,both,50-54,indian,14.7
Johor,1/1/2025,both,50-54,other_citizen,1
Johor,1/1/2025,both,50-54,other_noncitizen,12.9
Johor,1/1/2025,both,55-59,overall,203.2
Johor,1/1/2025,both,55-59,bumi_malay,102.9
Johor,1/1/2025,both,55-59,bumi_other,2.2
Johor,1/1/2025,both,55-59,chinese,74.8
Johor,1/1/2025,both,55-59,indian,12.8
Johor,1/1/2025,both,55-59,other_citizen,0.6
Johor,1/1/2025,both,55-59,other_noncitizen,9.9
Johor,1/1/2025,both,60-64,overall,176.7
Johor,1/1/2025,both,60-64,bumi_malay,91.8
Johor,1/1/2025,both,60-64,bumi_other,1.5
Johor,1/1/2025,both,60-64,chinese,65.8
Johor,1/1/2025,both,60-64,indian,10.6
Johor,1/1/2025,both,60-64,other_citizen,0.5
Johor,1/1/2025,both,60-64,other_noncitizen,6.5
Johor,1/1/2025,both,65-69,overall,149.7
Johor,1/1/2025,both,65-69,bumi_malay,72.7
Johor,1/1/2025,both,65-69,bumi_other,1.1
Johor,1/1/2025,both,65-69,chinese,56.3
Johor,1/1/2025,both,65-69,indian,8.1
Johor,1/1/2025,both,65-69,other_citizen,0.6
Johor,1/1/2025,both,65-69,other_noncitizen,10.8
Johor,1/1/2025,both,70-74,overall,78.5
Johor,1/1/2025,both,70-74,bumi_malay,41.8
Johor,1/1/2025,both,70-74,bumi_other,1
Johor,1/1/2025,both,70-74,chinese,22.6
Johor,1/1/2025,both,70-74,indian,5.2
Johor,1/1/2025,both,70-74,other_citizen,0.8
Johor,1/1/2025,both,70-74,other_noncitizen,7
Johor,1/1/2025,both,75-79,overall,49.6
Johor,1/1/2025,both,75-79,bumi_malay,26.3
Johor,1/1/2025,both,75-79,bumi_other,0.8
Johor,1/1/2025,both,75-79,chinese,15.7
Johor,1/1/2025,both,75-79,indian,2.9
Johor,1/1/2025,both,75-79,other_citizen,0.1
Johor,1/1/2025,both,75-79,other_noncitizen,3.8
Johor,1/1/2025,both,80-84,overall,27.1
Johor,1/1/2025,both,80-84,bumi_malay,13.1
Johor,1/1/2025,both,80-84,bumi_other,0.5
Johor,1/1/2025,both,80-84,chinese,7.8
Johor,1/1/2025,both,80-84,indian,1.7
Johor,1/1/2025,both,80-84,other_citizen,0
Johor,1/1/2025,both,80-84,other_noncitizen,4.1
Johor,1/1/2025,both,85+,overall,21.4
Johor,1/1/2025,both,85+,bumi_malay,11.2
Johor,1/1/2025,both,85+,bumi_other,0.8
Johor,1/1/2025,both,85+,chinese,3.6
Johor,1/1/2025,both,85+,indian,1.2
Johor,1/1/2025,both,85+,other_citizen,0
Johor,1/1/2025,both,85+,other_noncitizen,4.6
Johor,1/1/2025,female,overall,overall,1951.4
Johor,1/1/2025,female,overall,bumi_malay,1123
Johor,1/1/2025,female,overall,bumi_other,28.9
Johor,1/1/2025,female,overall,chinese,594.8
Johor,1/1/2025,female,overall,indian,124.2
Johor,1/1/2025,female,overall,other_citizen,8.2
Johor,1/1/2025,female,overall,other_noncitizen,72.4
Johor,1/1/2025,female,0-4,overall,121.9
Johor,1/1/2025,female,0-4,bumi_malay,88.5
Johor,1/1/2025,female,0-4,bumi_other,3
Johor,1/1/2025,female,0-4,chinese,21.4
Johor,1/1/2025,female,0-4,indian,6.7
Johor,1/1/2025,female,0-4,other_citizen,1.2
Johor,1/1/2025,female,0-4,other_noncitizen,1.1
Johor,1/1/2025,female,5-9,overall,154.3
Johor,1/1/2025,female,5-9,bumi_malay,98
Johor,1/1/2025,female,5-9,bumi_other,2.8
Johor,1/1/2025,female,5-9,chinese,42.3
Johor,1/1/2025,female,5-9,indian,9.5
Johor,1/1/2025,female,5-9,other_citizen,0.6
Johor,1/1/2025,female,5-9,other_noncitizen,1.1
Johor,1/1/2025,female,10-14,overall,156.5
Johor,1/1/2025,female,10-14,bumi_malay,95.9
Johor,1/1/2025,female,10-14,bumi_other,2.6
Johor,1/1/2025,female,10-14,chinese,46.5
Johor,1/1/2025,female,10-14,indian,10.1
Johor,1/1/2025,female,10-14,other_citizen,0.6
Johor,1/1/2025,female,10-14,other_noncitizen,0.8
Johor,1/1/2025,female,15-19,overall,161.9
Johor,1/1/2025,female,15-19,bumi_malay,95.3
Johor,1/1/2025,female,15-19,bumi_other,2.5
Johor,1/1/2025,female,15-19,chinese,49.2
Johor,1/1/2025,female,15-19,indian,10.8
Johor,1/1/2025,female,15-19,other_citizen,0.5
Johor,1/1/2025,female,15-19,other_noncitizen,3.6
Johor,1/1/2025,female,20-24,overall,172.6
Johor,1/1/2025,female,20-24,bumi_malay,96.7
Johor,1/1/2025,female,20-24,bumi_other,3
Johor,1/1/2025,female,20-24,chinese,48.1
Johor,1/1/2025,female,20-24,indian,10.4
Johor,1/1/2025,female,20-24,other_citizen,1.3
Johor,1/1/2025,female,20-24,other_noncitizen,13.2
Johor,1/1/2025,female,25-29,overall,165.8
Johor,1/1/2025,female,25-29,bumi_malay,93
Johor,1/1/2025,female,25-29,bumi_other,2.4
Johor,1/1/2025,female,25-29,chinese,48.8
Johor,1/1/2025,female,25-29,indian,10
Johor,1/1/2025,female,25-29,other_citizen,1.1
Johor,1/1/2025,female,25-29,other_noncitizen,10.6
Johor,1/1/2025,female,30-34,overall,152.8
Johor,1/1/2025,female,30-34,bumi_malay,84.7
Johor,1/1/2025,female,30-34,bumi_other,1.8
Johor,1/1/2025,female,30-34,chinese,47.1
Johor,1/1/2025,female,30-34,indian,9.9
Johor,1/1/2025,female,30-34,other_citizen,0.8
Johor,1/1/2025,female,30-34,other_noncitizen,8.6
Johor,1/1/2025,female,35-39,overall,145.8
Johor,1/1/2025,female,35-39,bumi_malay,85.2
Johor,1/1/2025,female,35-39,bumi_other,2
Johor,1/1/2025,female,35-39,chinese,44.4
Johor,1/1/2025,female,35-39,indian,8.1
Johor,1/1/2025,female,35-39,other_citizen,0.2
Johor,1/1/2025,female,35-39,other_noncitizen,6
Johor,1/1/2025,female,40-44,overall,143.2
Johor,1/1/2025,female,40-44,bumi_malay,82.6
Johor,1/1/2025,female,40-44,bumi_other,2.6
Johor,1/1/2025,female,40-44,chinese,43.3
Johor,1/1/2025,female,40-44,indian,9.8
Johor,1/1/2025,female,40-44,other_citizen,0.3
Johor,1/1/2025,female,40-44,other_noncitizen,4.7
Johor,1/1/2025,female,45-49,overall,116.4
Johor,1/1/2025,female,45-49,bumi_malay,61.7
Johor,1/1/2025,female,45-49,bumi_other,1.3
Johor,1/1/2025,female,45-49,chinese,40.5
Johor,1/1/2025,female,45-49,indian,8.8
Johor,1/1/2025,female,45-49,other_citizen,0.3
Johor,1/1/2025,female,45-49,other_noncitizen,3.8
Johor,1/1/2025,female,50-54,overall,108.3
Johor,1/1/2025,female,50-54,bumi_malay,56.7
Johor,1/1/2025,female,50-54,bumi_other,1.2
Johor,1/1/2025,female,50-54,chinese,39.5
Johor,1/1/2025,female,50-54,indian,7.7
Johor,1/1/2025,female,50-54,other_citizen,0.2
Johor,1/1/2025,female,50-54,other_noncitizen,2.9
Johor,1/1/2025,female,55-59,overall,100
Johor,1/1/2025,female,55-59,bumi_malay,52.8
Johor,1/1/2025,female,55-59,bumi_other,0.9
Johor,1/1/2025,female,55-59,chinese,37.4
Johor,1/1/2025,female,55-59,indian,6.5
Johor,1/1/2025,female,55-59,other_citizen,0.3
Johor,1/1/2025,female,55-59,other_noncitizen,2.1
Johor,1/1/2025,female,60-64,overall,85.5
Johor,1/1/2025,female,60-64,bumi_malay,46.3
Johor,1/1/2025,female,60-64,bumi_other,0.6
Johor,1/1/2025,female,60-64,chinese,31.5
Johor,1/1/2025,female,60-64,indian,5.3
Johor,1/1/2025,female,60-64,other_citizen,0.2
Johor,1/1/2025,female,60-64,other_noncitizen,1.6
Johor,1/1/2025,female,65-69,overall,76.6
Johor,1/1/2025,female,65-69,bumi_malay,37.8
Johor,1/1/2025,female,65-69,bumi_other,0.5
Johor,1/1/2025,female,65-69,chinese,28.9
Johor,1/1/2025,female,65-69,indian,4.5
Johor,1/1/2025,female,65-69,other_citizen,0.1
Johor,1/1/2025,female,65-69,other_noncitizen,4.8
Johor,1/1/2025,female,70-74,overall,40.8
Johor,1/1/2025,female,70-74,bumi_malay,21.9
Johor,1/1/2025,female,70-74,bumi_other,0.5
Johor,1/1/2025,female,70-74,chinese,12
Johor,1/1/2025,female,70-74,indian,3
Johor,1/1/2025,female,70-74,other_citizen,0.3
Johor,1/1/2025,female,70-74,other_noncitizen,3
Johor,1/1/2025,female,75-79,overall,26.1
Johor,1/1/2025,female,75-79,bumi_malay,13.8
Johor,1/1/2025,female,75-79,bumi_other,0.4
Johor,1/1/2025,female,75-79,chinese,8.5
Johor,1/1/2025,female,75-79,indian,1.7
Johor,1/1/2025,female,75-79,other_citizen,0.1
Johor,1/1/2025,female,75-79,other_noncitizen,1.5
Johor,1/1/2025,female,80-84,overall,14.2
Johor,1/1/2025,female,80-84,bumi_malay,7.1
Johor,1/1/2025,female,80-84,bumi_other,0.2
Johor,1/1/2025,female,80-84,chinese,4.3
Johor,1/1/2025,female,80-84,indian,0.9
Johor,1/1/2025,female,80-84,other_citizen,0
Johor,1/1/2025,female,80-84,other_noncitizen,1.6
Johor,1/1/2025,female,85+,overall,8.7
Johor,1/1/2025,female,85+,bumi_malay,5
Johor,1/1/2025,female,85+,bumi_other,0.4
Johor,1/1/2025,female,85+,chinese,1.1
Johor,1/1/2025,female,85+,indian,0.5
Johor,1/1/2025,female,85+,other_citizen,0
Johor,1/1/2025,female,85+,other_noncitizen,1.6
Johor,1/1/2025,male,overall,overall,2254.5
Johor,1/1/2025,male,overall,bumi_malay,1154.7
Johor,1/1/2025,male,overall,bumi_other,32.4
Johor,1/1/2025,male,overall,chinese,619
Johor,1/1/2025,male,overall,indian,124
Johor,1/1/2025,male,overall,other_citizen,11.7
Johor,1/1/2025,male,overall,other_noncitizen,312.7
Johor,1/1/2025,male,0-4,overall,129.8
Johor,1/1/2025,male,0-4,bumi_malay,94.3
Johor,1/1/2025,male,0-4,bumi_other,3.2
Johor,1/1/2025,male,0-4,chinese,22.7
Johor,1/1/2025,male,0-4,indian,7
Johor,1/1/2025,male,0-4,other_citizen,1.2
Johor,1/1/2025,male,0-4,other_noncitizen,1.4
Johor,1/1/2025,male,5-9,overall,151.9
Johor,1/1/2025,male,5-9,bumi_malay,98.1
Johor,1/1/2025,male,5-9,bumi_other,2.8
Johor,1/1/2025,male,5-9,chinese,40.4
Johor,1/1/2025,male,5-9,indian,8.7
Johor,1/1/2025,male,5-9,other_citizen,0.6
Johor,1/1/2025,male,5-9,other_noncitizen,1.2
Johor,1/1/2025,male,10-14,overall,165.3
Johor,1/1/2025,male,10-14,bumi_malay,101.8
Johor,1/1/2025,male,10-14,bumi_other,2.7
Johor,1/1/2025,male,10-14,chinese,49
Johor,1/1/2025,male,10-14,indian,10.5
Johor,1/1/2025,male,10-14,other_citizen,0.5
Johor,1/1/2025,male,10-14,other_noncitizen,0.8
Johor,1/1/2025,male,15-19,overall,185.1
Johor,1/1/2025,male,15-19,bumi_malay,102.2
Johor,1/1/2025,male,15-19,bumi_other,2.6
Johor,1/1/2025,male,15-19,chinese,53.4
Johor,1/1/2025,male,15-19,indian,11.3
Johor,1/1/2025,male,15-19,other_citizen,0.6
Johor,1/1/2025,male,15-19,other_noncitizen,15
Johor,1/1/2025,male,20-24,overall,232.9
Johor,1/1/2025,male,20-24,bumi_malay,101.7
Johor,1/1/2025,male,20-24,bumi_other,2.9
Johor,1/1/2025,male,20-24,chinese,50.1
Johor,1/1/2025,male,20-24,indian,10.7
Johor,1/1/2025,male,20-24,other_citizen,2.8
Johor,1/1/2025,male,20-24,other_noncitizen,64.7
Johor,1/1/2025,male,25-29,overall,238.8
Johor,1/1/2025,male,25-29,bumi_malay,100
Johor,1/1/2025,male,25-29,bumi_other,1.5
Johor,1/1/2025,male,25-29,chinese,53.8
Johor,1/1/2025,male,25-29,indian,10.4
Johor,1/1/2025,male,25-29,other_citizen,1.3
Johor,1/1/2025,male,25-29,other_noncitizen,71.9
Johor,1/1/2025,male,30-34,overall,195.5
Johor,1/1/2025,male,30-34,bumi_malay,88.4
Johor,1/1/2025,male,30-34,bumi_other,1.2
Johor,1/1/2025,male,30-34,chinese,48.9
Johor,1/1/2025,male,30-34,indian,9.4
Johor,1/1/2025,male,30-34,other_citizen,0.2
Johor,1/1/2025,male,30-34,other_noncitizen,47.4
Johor,1/1/2025,male,35-39,overall,182.3
Johor,1/1/2025,male,35-39,bumi_malay,89.8
Johor,1/1/2025,male,35-39,bumi_other,2.8
Johor,1/1/2025,male,35-39,chinese,46.6
Johor,1/1/2025,male,35-39,indian,9.3
Johor,1/1/2025,male,35-39,other_citizen,0.7
Johor,1/1/2025,male,35-39,other_noncitizen,33.1
Johor,1/1/2025,male,40-44,overall,164.8
Johor,1/1/2025,male,40-44,bumi_malay,82.9
Johor,1/1/2025,male,40-44,bumi_other,3.3
Johor,1/1/2025,male,40-44,chinese,46.6
Johor,1/1/2025,male,40-44,indian,10.3
Johor,1/1/2025,male,40-44,other_citizen,0.2
Johor,1/1/2025,male,40-44,other_noncitizen,21.5
Johor,1/1/2025,male,45-49,overall,136.3
Johor,1/1/2025,male,45-49,bumi_malay,64.4
Johor,1/1/2025,male,45-49,bumi_other,3
Johor,1/1/2025,male,45-49,chinese,43.4
Johor,1/1/2025,male,45-49,indian,9.3
Johor,1/1/2025,male,45-49,other_citizen,1.1
Johor,1/1/2025,male,45-49,other_noncitizen,15
Johor,1/1/2025,male,50-54,overall,117.3
Johor,1/1/2025,male,50-54,bumi_malay,56.1
Johor,1/1/2025,male,50-54,bumi_other,2
Johor,1/1/2025,male,50-54,chinese,41.3
Johor,1/1/2025,male,50-54,indian,7
Johor,1/1/2025,male,50-54,other_citizen,0.8
Johor,1/1/2025,male,50-54,other_noncitizen,10.1
Johor,1/1/2025,male,55-59,overall,103.3
Johor,1/1/2025,male,55-59,bumi_malay,50.1
Johor,1/1/2025,male,55-59,bumi_other,1.3
Johor,1/1/2025,male,55-59,chinese,37.4
Johor,1/1/2025,male,55-59,indian,6.3
Johor,1/1/2025,male,55-59,other_citizen,0.4
Johor,1/1/2025,male,55-59,other_noncitizen,7.8
Johor,1/1/2025,male,60-64,overall,91.2
Johor,1/1/2025,male,60-64,bumi_malay,45.5
Johor,1/1/2025,male,60-64,bumi_other,0.9
Johor,1/1/2025,male,60-64,chinese,34.3
Johor,1/1/2025,male,60-64,indian,5.3
Johor,1/1/2025,male,60-64,other_citizen,0.3
Johor,1/1/2025,male,60-64,other_noncitizen,4.9
Johor,1/1/2025,male,65-69,overall,73.1
Johor,1/1/2025,male,65-69,bumi_malay,35
Johor,1/1/2025,male,65-69,bumi_other,0.6
Johor,1/1/2025,male,65-69,chinese,27.4
Johor,1/1/2025,male,65-69,indian,3.6
Johor,1/1/2025,male,65-69,other_citizen,0.5
Johor,1/1/2025,male,65-69,other_noncitizen,6
Johor,1/1/2025,male,70-74,overall,37.7
Johor,1/1/2025,male,70-74,bumi_malay,19.9
Johor,1/1/2025,male,70-74,bumi_other,0.5
Johor,1/1/2025,male,70-74,chinese,10.6
Johor,1/1/2025,male,70-74,indian,2.3
Johor,1/1/2025,male,70-74,other_citizen,0.4
Johor,1/1/2025,male,70-74,other_noncitizen,4
Johor,1/1/2025,male,75-79,overall,23.5
Johor,1/1/2025,male,75-79,bumi_malay,12.5
Johor,1/1/2025,male,75-79,bumi_other,0.4
Johor,1/1/2025,male,75-79,chinese,7.2
Johor,1/1/2025,male,75-79,indian,1.2
Johor,1/1/2025,male,75-79,other_citizen,0
Johor,1/1/2025,male,75-79,other_noncitizen,2.3
Johor,1/1/2025,male,80-84,overall,13
Johor,1/1/2025,male,80-84,bumi_malay,6
Johor,1/1/2025,male,80-84,bumi_other,0.3
Johor,1/1/2025,male,80-84,chinese,3.5
Johor,1/1/2025,male,80-84,indian,0.7
Johor,1/1/2025,male,80-84,other_citizen,0
Johor,1/1/2025,male,80-84,other_noncitizen,2.5
Johor,1/1/2025,male,85+,overall,12.7
Johor,1/1/2025,male,85+,bumi_malay,6.2
Johor,1/1/2025,male,85+,bumi_other,0.4
Johor,1/1/2025,male,85+,chinese,2.5
Johor,1/1/2025,male,85+,indian,0.7
Johor,1/1/2025,male,85+,other_citizen,0
Johor,1/1/2025,male,85+,other_noncitizen,3
Kedah,1/1/2025,both,overall,overall,2228
Kedah,1/1/2025,both,overall,bumi_malay,1711.3
Kedah,1/1/2025,both,overall,bumi_other,4.9
Kedah,1/1/2025,both,overall,chinese,246.7
Kedah,1/1/2025,both,overall,indian,128.4
Kedah,1/1/2025,both,overall,other_citizen,25.9
Kedah,1/1/2025,both,overall,other_noncitizen,111
Kedah,1/1/2025,both,0-4,overall,167.3
Kedah,1/1/2025,both,0-4,bumi_malay,140.8
Kedah,1/1/2025,both,0-4,bumi_other,0.4
Kedah,1/1/2025,both,0-4,chinese,6.8
Kedah,1/1/2025,both,0-4,indian,5.5
Kedah,1/1/2025,both,0-4,other_citizen,1.5
Kedah,1/1/2025,both,0-4,other_noncitizen,12.4
Kedah,1/1/2025,both,5-9,overall,177.9
Kedah,1/1/2025,both,5-9,bumi_malay,143.2
Kedah,1/1/2025,both,5-9,bumi_other,0.4
Kedah,1/1/2025,both,5-9,chinese,16.7
Kedah,1/1/2025,both,5-9,indian,7.8
Kedah,1/1/2025,both,5-9,other_citizen,2.3
Kedah,1/1/2025,both,5-9,other_noncitizen,7.6
Kedah,1/1/2025,both,10-14,overall,181.8
Kedah,1/1/2025,both,10-14,bumi_malay,143.1
Kedah,1/1/2025,both,10-14,bumi_other,0.4
Kedah,1/1/2025,both,10-14,chinese,20.8
Kedah,1/1/2025,both,10-14,indian,10.1
Kedah,1/1/2025,both,10-14,other_citizen,2.7
Kedah,1/1/2025,both,10-14,other_noncitizen,4.9
Kedah,1/1/2025,both,15-19,overall,175.7
Kedah,1/1/2025,both,15-19,bumi_malay,130.7
Kedah,1/1/2025,both,15-19,bumi_other,0.2
Kedah,1/1/2025,both,15-19,chinese,24.1
Kedah,1/1/2025,both,15-19,indian,12.9
Kedah,1/1/2025,both,15-19,other_citizen,1.7
Kedah,1/1/2025,both,15-19,other_noncitizen,6.1
Kedah,1/1/2025,both,20-24,overall,198.3
Kedah,1/1/2025,both,20-24,bumi_malay,151
Kedah,1/1/2025,both,20-24,bumi_other,0.2
Kedah,1/1/2025,both,20-24,chinese,17.8
Kedah,1/1/2025,both,20-24,indian,10.2
Kedah,1/1/2025,both,20-24,other_citizen,2
Kedah,1/1/2025,both,20-24,other_noncitizen,17.2
Kedah,1/1/2025,both,25-29,overall,224.9
Kedah,1/1/2025,both,25-29,bumi_malay,167.8
Kedah,1/1/2025,both,25-29,bumi_other,0.3
Kedah,1/1/2025,both,25-29,chinese,20.6
Kedah,1/1/2025,both,25-29,indian,12.3
Kedah,1/1/2025,both,25-29,other_citizen,2.5
Kedah,1/1/2025,both,25-29,other_noncitizen,21.5
Kedah,1/1/2025,both,30-34,overall,190
Kedah,1/1/2025,both,30-34,bumi_malay,143.9
Kedah,1/1/2025,both,30-34,bumi_other,0.2
Kedah,1/1/2025,both,30-34,chinese,20.8
Kedah,1/1/2025,both,30-34,indian,10.8
Kedah,1/1/2025,both,30-34,other_citizen,1.7
Kedah,1/1/2025,both,30-34,other_noncitizen,12.6
Kedah,1/1/2025,both,35-39,overall,151.6
Kedah,1/1/2025,both,35-39,bumi_malay,112.2
Kedah,1/1/2025,both,35-39,bumi_other,0.5
Kedah,1/1/2025,both,35-39,chinese,17.6
Kedah,1/1/2025,both,35-39,indian,10
Kedah,1/1/2025,both,35-39,other_citizen,2.2
Kedah,1/1/2025,both,35-39,other_noncitizen,9
Kedah,1/1/2025,both,40-44,overall,128.9
Kedah,1/1/2025,both,40-44,bumi_malay,99.3
Kedah,1/1/2025,both,40-44,bumi_other,0.3
Kedah,1/1/2025,both,40-44,chinese,13.4
Kedah,1/1/2025,both,40-44,indian,8.5
Kedah,1/1/2025,both,40-44,other_citizen,1.8
Kedah,1/1/2025,both,40-44,other_noncitizen,5.6
Kedah,1/1/2025,both,45-49,overall,113.7
Kedah,1/1/2025,both,45-49,bumi_malay,86.7
Kedah,1/1/2025,both,45-49,bumi_other,0.2
Kedah,1/1/2025,both,45-49,chinese,14.8
Kedah,1/1/2025,both,45-49,indian,7.8
Kedah,1/1/2025,both,45-49,other_citizen,1.4
Kedah,1/1/2025,both,45-49,other_noncitizen,2.9
Kedah,1/1/2025,both,50-54,overall,109.2
Kedah,1/1/2025,both,50-54,bumi_malay,84.5
Kedah,1/1/2025,both,50-54,bumi_other,0.2
Kedah,1/1/2025,both,50-54,chinese,14.9
Kedah,1/1/2025,both,50-54,indian,6.5
Kedah,1/1/2025,both,50-54,other_citizen,1.3
Kedah,1/1/2025,both,50-54,other_noncitizen,1.9
Kedah,1/1/2025,both,55-59,overall,103.9
Kedah,1/1/2025,both,55-59,bumi_malay,79.3
Kedah,1/1/2025,both,55-59,bumi_other,0.4
Kedah,1/1/2025,both,55-59,chinese,15.2
Kedah,1/1/2025,both,55-59,indian,6.5
Kedah,1/1/2025,both,55-59,other_citizen,1.3
Kedah,1/1/2025,both,55-59,other_noncitizen,1.1
Kedah,1/1/2025,both,60-64,overall,95.3
Kedah,1/1/2025,both,60-64,bumi_malay,71.5
Kedah,1/1/2025,both,60-64,bumi_other,0.4
Kedah,1/1/2025,both,60-64,chinese,15.3
Kedah,1/1/2025,both,60-64,indian,6.2
Kedah,1/1/2025,both,60-64,other_citizen,1.2
Kedah,1/1/2025,both,60-64,other_noncitizen,0.7
Kedah,1/1/2025,both,65-69,overall,82.1
Kedah,1/1/2025,both,65-69,bumi_malay,59
Kedah,1/1/2025,both,65-69,bumi_other,0.2
Kedah,1/1/2025,both,65-69,chinese,14.1
Kedah,1/1/2025,both,65-69,indian,5.2
Kedah,1/1/2025,both,65-69,other_citizen,0.9
Kedah,1/1/2025,both,65-69,other_noncitizen,2.6
Kedah,1/1/2025,both,70-74,overall,57
Kedah,1/1/2025,both,70-74,bumi_malay,44.4
Kedah,1/1/2025,both,70-74,bumi_other,0.2
Kedah,1/1/2025,both,70-74,chinese,6
Kedah,1/1/2025,both,70-74,indian,3.8
Kedah,1/1/2025,both,70-74,other_citizen,0.8
Kedah,1/1/2025,both,70-74,other_noncitizen,1.7
Kedah,1/1/2025,both,75-79,overall,36.5
Kedah,1/1/2025,both,75-79,bumi_malay,28.1
Kedah,1/1/2025,both,75-79,bumi_other,0.1
Kedah,1/1/2025,both,75-79,chinese,4.5
Kedah,1/1/2025,both,75-79,indian,2.2
Kedah,1/1/2025,both,75-79,other_citizen,0.5
Kedah,1/1/2025,both,75-79,other_noncitizen,1.1
Kedah,1/1/2025,both,80-84,overall,18.3
Kedah,1/1/2025,both,80-84,bumi_malay,14
Kedah,1/1/2025,both,80-84,bumi_other,0.1
Kedah,1/1/2025,both,80-84,chinese,2.2
Kedah,1/1/2025,both,80-84,indian,1
Kedah,1/1/2025,both,80-84,other_citizen,0.2
Kedah,1/1/2025,both,80-84,other_noncitizen,0.8
Kedah,1/1/2025,both,85+,overall,15.6
Kedah,1/1/2025,both,85+,bumi_malay,11.7
Kedah,1/1/2025,both,85+,bumi_other,0.2
Kedah,1/1/2025,both,85+,chinese,1.1
Kedah,1/1/2025,both,85+,indian,1.1
Kedah,1/1/2025,both,85+,other_citizen,0
Kedah,1/1/2025,both,85+,other_noncitizen,1.4
Kedah,1/1/2025,female,overall,overall,1090.9
